ESTRANA;PORCISLO;JMENO;PRIJMENI;TITULPRED;TITULZA;VEK;STATOBCAN;POVOLANI;BYDLISTEN;BYDLISTEK;PSTRANA;NSTRANA;PLATNOST;POCHLASU;POCPROC;MANDAT;PORADIMAND;PORADINAHR
28;15;"Josef";"Nos";"";"";70;"CZ";"pedagog, spisovatel, hudebník";"Kutná Hora";533955;99;1114;"A";3346;1.54;"N";0;13
28;16;"Marie";"Pošarová";"Ing.";"";39;"CZ";"finanèní analytièka";"Klatovy";555771;1114;1114;"A";1444;.66;"N";0;14
28;17;"František";"Mitterwald";"";"";37;"CZ";"ivnostník, tenisovı trenér";"Kostomlaty pod Milešovkou";567612;1114;1114;"A";600;.27;"N";0;15
28;18;"Vlastibor";"Èermák";"Ing.";"CSc.";63;"CZ";"vysokoškolskı pedagog";"Vohanèice";584134;1114;1114;"A";666;.3;"N";0;16
28;19;"Tomáš";"Doleal";"Ing.";"";46;"CZ";"ekonom";"Kamenice";538299;1114;1114;"A";1155;.53;"N";0;17
28;20;"Jaroslav";"Horák";"Ing.";"";67;"CZ";"soudní znalec v oboru nemov., zast. mìsta Šumperka";"Šumperk";523704;1114;1114;"A";728;.33;"N";0;18
28;21;"Karel";"Schmeidler";"doc. Ing. arch. PhDr.";"CSc.";68;"CZ";"architekt - urbanista, sociolog, VŠ pedagog";"Brno";3;99;1114;"A";1467;.67;"N";0;19
29;1;"Jiøí";"Èernohorskı";"";"";48;"CZ";"pøedseda spolku ÈEST, SVOBODA, RESPEKT";"Brno";3;99;762;"A";542;27.49;"N";0;0
29;2;"Jaroslav";"Èejka";"";"";33;"CZ";"programátor";"Strakonice";550787;99;762;"A";141;7.15;"N";0;0
29;3;"Jaroslav";"Drobnı";"Ing.";"";45;"CZ";"ekonom";"Rakovník";541656;762;762;"A";38;1.92;"N";0;0
29;4;"Radoslav";"Štìdroò";"RNDr.";"";64;"CZ";"geograf, pøírodovìdec";"Ostrava";4;159;762;"A";47;2.38;"N";0;0
29;5;"Milena";"Míèová";"Mgr.";"";53;"CZ";"støedoškolská uèitelka";"Doubravice nad Svitavou";581542;762;762;"A";33;1.67;"N";0;0
29;6;"Petr";"Kania";"";"";56;"CZ";"úèetní";"Praha";1;762;762;"A";2;.1;"N";0;0
29;7;"Miroslav";"Starı";"";"";73;"CZ";"šéfredaktor Severoèeské pravdy";"Mimoò";561835;762;762;"A";24;1.21;"N";0;0
29;8;"Michal";"Ondrej";"Mgr.";"";40;"CZ";"masér";"Kardašova Øeèice";546542;762;762;"A";20;1.01;"N";0;0
29;9;"Monika";"Kijovská";"";"";48;"CZ";"sociální pracovnice";"Havíøov";555088;99;762;"A";15;.76;"N";0;0
29;10;"Zbynìk";"Cincibus";"";"";77;"CZ";"místopøedseda Klubu èeského pohranièí";"Èeská Lípa";561380;47;762;"A";13;.65;"N";0;0
29;11;"Ivan";"Kratochvíl";"Ing.";"pplk. v z.";60;"CZ";"voják";"Slanı";532819;762;762;"A";44;2.23;"N";0;0
29;12;"Irena";"Marvanová";"Mgr.";"";56;"CZ";"støedoškolská uèitelka";"Milevsko";549576;762;762;"A";24;1.21;"N";0;0
29;13;"Vratislav";"Datel";"RNDr.";"CSc.";72;"CZ";"podnikatel";"Praha";1;99;762;"A";5;.25;"N";0;0
29;14;"Jana";"Hrušková";"";"";60;"CZ";"zpìvaèka";"Èeská Skalice";573990;99;762;"A";21;1.06;"N";0;0
29;15;"Jiøí";"Franz";"";"";64;"CZ";"kameraman";"Plzeò";2;762;762;"A";7;.35;"N";0;0
29;16;"Marta";"Suzama";"";"";60;"CZ";"korespondent INTERNAT. PRESS EUROP. NEWS AGENCY";"Praha";1;99;762;"A";4;.2;"N";0;0
29;17;"Jakub";"Škodík";"";"";78;"CZ";"pøedseda SPOLKU POŠKOZENİCH OBÈANÙ";"Pardubice";6;762;762;"A";10;.5;"N";0;0
29;18;"Helena";"Pavlovcová";"";"";62;"CZ";"zdravotní sestra";"Karviná";598917;762;762;"A";11;.55;"N";0;0
29;19;"Pavel";"Munı";"Ing.";"";67;"CZ";"informatik";"Olomouc";500496;99;762;"A";9;.45;"N";0;0
29;20;"Bøetislav";"Svoboda";"";"";52;"CZ";"provozní manaer sportovnì-rekreaèního areálu";"Ostrava";4;99;762;"A";2;.1;"N";0;0
29;21;"Pavel";"Rejf";"Ing.";"CSc.";68;"CZ";"vìdeckı pracovník";"Praha";1;47;762;"A";10;.5;"N";0;0
29;22;"Eva";"Hùlková";"";"";65;"CZ";"koordinátorka INSTITUTU ALENY VITÁSKOVÉ";"Praha";1;99;762;"A";6;.3;"N";0;0
29;23;"Jan";"Brabec";"Ing. Bc.";"";49;"CZ";"pojišovací makléø";"Písek";549240;99;762;"A";14;.71;"N";0;0
29;24;"Ilona";"Šedivá";"";"";53;"CZ";"expedièní pracovník";"Brno";3;99;762;"A";3;.15;"N";0;0
29;25;"Iva";"Valdmanová";"";"";63;"CZ";"podnikatelka";"Ostrava";4;99;762;"A";2;.1;"N";0;0
29;26;"Alice";"Vrabcová";"";"";53;"CZ";"podnikatelka";"Plzeò";2;762;762;"A";5;.25;"N";0;0
29;27;"Roman";"Poluda";"";"";52;"CZ";"údrbáø";"Ostrava";4;99;762;"A";9;.45;"N";0;0
29;28;"Vladimíra";"Vítová";"PhDr.";"Ph.D.";56;"CZ";"pøedsedkynì polit. hnutí ALIANCE NÁRODNÍCH SIL";"Praha";1;762;762;"A";200;10.14;"N";0;0
30;1;"Dita";"Charanzová";"";"";44;"CZ";"poslankynì Evropského parlamentu";"Praha";1;99;768;"A";53924;10.73;"A";1;0
30;2;"Martina";"Dlabajová";"";"";42;"CZ";"poslankynì Evropského parlamentu";"Zlín";585068;99;768;"A";31401;6.25;"A";2;0
30;3;"Martin";"Hlaváèek";"Ing.";"";39;"CZ";"ekonom, manaer";"Praha";1;99;768;"A";5948;1.18;"A";3;0
30;4;"Radka";"Maxová";"Ing.";"";50;"CZ";"poslankynì Parlamentu Èeské republiky";"Tábor";552046;768;768;"A";11286;2.24;"A";4;0
30;5;"Ondøej";"Knotek";"Ing.";"";34;"CZ";"prùmyslovı manaer";"Mariánské Láznì";554642;768;768;"A";3798;.75;"A";5;0
30;6;"Ondøej";"Kovaøík";"Ing.";"";38;"CZ";"hlavní poradce delegace ANO v Evropském parlamentu";"Velké Karlovice";545163;99;768;"A";6867;1.36;"A";6;0
30;7;"Karel";"Filipèík";"Mgr.";"";43;"CZ";"øeditel odboru informatiky";"Vejprnice";559580;768;768;"A";2341;.46;"N";0;1
30;8;"Daniel";"Stru";"Ing.";"";50;"CZ";"produktovı øeditel";"Brno";3;768;768;"A";3465;.68;"N";0;2
30;9;"Kamila";"Bláhová";"Mgr.";"";42;"CZ";"starostka mìsta";"Litvínov";567256;768;768;"A";4659;.92;"N";0;3
30;10;"Milan";"Zavadil";"";"";43;"CZ";"interim manager";"Spojil";574198;768;768;"A";1090;.21;"N";0;4
30;11;"Petra";"Bašová";"";"";25;"CZ";"referent na Ministerstvu financí";"Náchod";573868;768;768;"A";2264;.45;"N";0;5
30;12;"Tomáš";"Sıkora";"Mgr. Ing.";"";51;"CZ";"politolog, rozhodce, ekonom";"Olomouc";500496;768;768;"A";4697;.93;"N";0;6
30;13;"Marie";"Kaufmann";"PhDr.";"";60;"CZ";"expertka EU, mezinárodní poradkynì";"Mìstec Králové";537489;768;768;"A";2719;.54;"N";0;7
30;14;"Petr";"Rozmajzl";"Ing.";"";31;"CZ";"projektovı a IT manaer";"Chrastava";564117;768;768;"A";1341;.26;"N";0;8
30;15;"Lukáš";"Štìpánek";"Ing.";"Ph.D., MSc.";37;"CZ";"ekonom a podnikatel";"Praha";1;768;768;"A";1751;.34;"N";0;9
30;16;"Erik";"Mikuš";"Ing.";"EUR ING";44;"CZ";"programovı manaer ICT";"Modøice";583391;768;768;"A";1124;.22;"N";0;10
30;17;"Jaroslav";"Kuchaø";"Ing.";"";62;"CZ";"váleènı veterán, OSVÈ";"Olomouc";500496;768;768;"A";2934;.58;"N";0;11
30;18;"Jan";"Jarolím";"Ing.";"";44;"CZ";"starosta mìsta";"Dvùr Králové nad Labem";579203;768;768;"A";2143;.42;"N";0;12
30;19;"Marek";"Kocánek";"Ing.";"";34;"CZ";"produktovı manaer";"Litomìøice";564567;768;768;"A";1322;.26;"N";0;13
30;20;"Markéta";"Plesníková";"Bc.";"";28;"CZ";"tajemnice";"Praha";1;99;768;"A";879;.17;"N";0;14
30;21;"Lenka";"Støálková";"Ing.";"";51;"CZ";"èlenka glob. tımu pro komunikaci v nadnár. korp.";"Ronov pod Radhoštìm";544841;768;768;"A";2831;.56;"N";0;15
30;22;"Marcel";"Kaštovskı";"Ing.";"MBA";40;"CZ";"ekonom";"Jindøichùv Hradec";545881;768;768;"A";1621;.32;"N";0;16
30;23;"Lukáš";"Fiedler";"Mgr.";"";31;"CZ";"advokát";"Hradec Králové";569810;99;768;"A";1152;.22;"N";0;17
30;24;"Tomáš";"Janèa";"Ing.";"";26;"CZ";"vıkonnı øeditel spoleènosti, ekonom";"Uherské Hradištì";592005;768;768;"A";1503;.29;"N";0;18
30;25;"Jaroslav";"Kytır";"Ing.";"";56;"CZ";"poslanec Parlamentu Èeské republiky";"Svitavy";577731;768;768;"A";1154;.22;"N";0;19
30;26;"Tomáš";"Opatrnı";"Mgr.";"";34;"CZ";"advokát";"Kromìøí";588296;768;768;"A";2057;.4;"N";0;20
30;27;"Jan";"Øehounek";"Ing.";"";44;"CZ";"poslanec Parlamentu Èeské republiky";"Pardubice";6;768;768;"A";2413;.48;"N";0;21
31;1;"Pavel";"Šrámek";"Ing.";"MBA";54;"CZ";"farmáø a podnikatel";"Plzeò";2;1119;1119;"A";488;12.18;"N";0;0
31;2;"Petr";"Šrámek";"Bc.";"";24;"CZ";"farmáø a student";"Plzeò";2;1119;1119;"A";226;5.64;"N";0;0
31;3;"Ivan";"Mittner";"Ing.";"";70;"CZ";"podnikatel";"Jaromìøice nad Rokytnou";590754;1119;1119;"A";55;1.37;"N";0;0
31;4;"Lukáš";"Jícha";"Bc.";"";24;"CZ";"farmáø a student";"Chrást";537233;99;1119;"A";115;2.87;"N";0;0
31;5;"Jiøí";"Zıka";"Ing.";"";52;"CZ";"manaer";"Hùry";535753;99;1119;"A";65;1.62;"N";0;0
31;6;"Michal";"Kaòák";"Bc.";"";24;"CZ";"projektovı manaer";"Zruè-Senec";559679;99;1119;"A";40;.99;"N";0;0
31;7;"Vladislav";"Mittner";"";"";43;"CZ";"office manaer";"Praha";1;99;1119;"A";24;.59;"N";0;0
31;8;"Martin";"Boreèek";"";"";21;"CZ";"podnikatel";"Línì";559164;99;1119;"A";17;.42;"N";0;0
31;9;"Jan";"Kocmánek";"";"";23;"CZ";"student";"Plzeò";2;99;1119;"A";12;.29;"N";0;0
31;10;"Matouš";"Rybka";"";"Dis.";24;"CZ";"podnikatel a student";"Plzeò";2;99;1119;"A";19;.47;"N";0;0
31;11;"Michaela";"Ottová";"";"";21;"CZ";"grafik a student";"Pocinovice";554120;99;1119;"A";43;1.07;"N";0;0
31;12;"Vojtìch";"Dìdek";"Bc.";"";23;"CZ";"student";"Kopøivnice";599565;99;1119;"A";61;1.52;"N";0;0
32;1;"Tomáš";"Ingr";"";"";40;"CZ";"jednatel spoleènosti, pøedseda strany Moravané";"Pasohlávky";584762;83;83;"A";445;6.74;"N";0;0
32;2;"Petr";"Bystøickı";"";"";40;"CZ";"technik kvality, místopøedseda strany Moravané";"Salaš";592561;83;83;"A";176;2.66;"N";0;0
32;3;"Jiøí";"Pernes";"doc. PhDr.";"Dr.";70;"CZ";"historik";"Brno";3;83;83;"A";209;3.16;"N";0;0
32;4;"Monika";"Hrdlièková";"";"";28;"CZ";"asistentka, pøedsedkynì Mladıch Moravanù";"Jekovice";593125;99;83;"A";138;2.09;"N";0;0
32;5;"Jaromír";"Repík";"";"";61;"CZ";"starosta mìsta";"Vracov";586765;99;83;"A";142;2.15;"N";0;0
32;6;"Dušan";"Tejkal";"Mgr. Bc.";"";43;"CZ";"velitel Mìstské policie";"Bouzov";500861;83;83;"A";294;4.45;"N";0;0
32;7;"František";"Novotnı";"";"";65;"CZ";"øeditel spoleènosti, zastupitel mìsta";"Hodonín";547794;83;83;"A";115;1.74;"N";0;0
32;8;"Šárka";"Dumišincová";"";"";25;"CZ";"zpìvaèka";"Hodonín";547794;99;83;"A";112;1.69;"N";0;0
32;9;"Jiøí";"Kamp";"";"";66;"CZ";"starosta mìsta";"Staré Mìsto";578789;99;83;"A";78;1.18;"N";0;0
32;10;"Pavel";"Dohnal";"Ing.";"";58;"CZ";"øed. domova pro seniory, èest. pøed. str. Moravané";"Hluk";592170;83;83;"A";182;2.75;"N";0;0
32;11;"Petr";"Mahel";"";"";43;"CZ";"dìlník";"Malá Morava";540331;83;83;"A";94;1.42;"N";0;0
32;12;"Aleš";"Sekanina";"Ing.";"";55;"CZ";"elektrotechnik";"Buèovice";592943;83;83;"A";96;1.45;"N";0;0
32;13;"Jaroslav";"Pazour";"Ing.";"";82;"CZ";"projektant energetickıch zaøízení, dùchodce";"Klentnice";584541;83;83;"A";30;.45;"N";0;0
32;14;"Ondøej";"Hetmánek";"Ing. Mgr.";"";40;"CZ";"stavební projektant";"Ostrava";4;83;83;"A";100;1.51;"N";0;0
32;15;"Jiøí";"Mašek";"";"";67;"CZ";"programátor analytik";"Hodonín";547794;83;83;"A";38;.57;"N";0;0
32;16;"Vladimír";"Vaculík";"Ing.";"";52;"CZ";"OSVÈ - stavební inenır, znalec v oboru ekonomika";"Uherskı Brod";592731;99;83;"A";112;1.69;"N";0;0
32;17;"Štìpán";"Pirnus";"Ing.";"";53;"CZ";"vedoucí stráník Mìstské policie";"Pohoøelice";584801;83;83;"A";102;1.54;"N";0;0
32;18;"Radim";"Vašica";"Ing.";"";39;"CZ";"projektant";"Brno";3;99;83;"A";66;1;"N";0;0
32;19;"Hana";"Bystøická";"";"";35;"CZ";"mateøská dovolená";"Salaš";592561;83;83;"A";59;.89;"N";0;0
32;20;"Robert";"Keprt";"Mgr.";"";51;"CZ";"historik";"Brno";3;83;83;"A";63;.95;"N";0;0
32;21;"Petr";"Knap";"Mgr.";"";50;"CZ";"advokát";"Lednice";584631;83;83;"A";103;1.56;"N";0;0
32;22;"Vladimír";"Hanzlík";"";"";46;"CZ";"jednatel spoleènosti";"Bouzov";500861;83;83;"A";56;.84;"N";0;0
32;23;"Nikola";"Tejkalová";"";"MBA";22;"CZ";"pedagog - psychiatrie/detox VNOL";"Újezd";531901;99;83;"A";121;1.83;"N";0;0
32;24;"Zdenìk";"Zboínek";"Ing.";"";69;"CZ";"projektant";"Brno";3;83;83;"A";17;.25;"N";0;0
32;25;"Bernard";"Franta";"";"";73;"CZ";"dùchodce";"Boršice";592064;83;83;"A";34;.51;"N";0;0
32;26;"Jan";"Fuèík";"";"";75;"CZ";"dùchodce";"Brno";3;83;83;"A";12;.18;"N";0;0
32;27;"Jan";"Najbrt";"";"";62;"CZ";"technickı pracovník";"Brno";3;83;83;"A";20;.3;"N";0;0
33;1;"Matouš";"Bulíø";"";"";36;"CZ";"grafik";"Liberec";7;1218;1218;"A";111;13.15;"N";0;0
33;2;"Anna";"Bernardová";"";"";36;"CZ";"specialista zákaznického servisu";"Liberec";7;1218;1218;"A";79;9.36;"N";0;0
34;1;"Andrea";"Bychlová";"Mgr. et Mgr.";"";34;"CZ";"právnièka, pøed. spolku Nìmeckı ovèák v nouzi z.s.";"Kamenice";538299;99;715;"A";942;6.56;"N";0;0
34;2;"Barbora";"Tocauerová";"Mgr.";"";43;"CZ";"tlumoèník a lektor cizích jazykù";"Opava";8;99;715;"A";621;4.33;"N";0;0
34;3;"Kvìta";"Vostruhová";"Mgr.";"";32;"CZ";"uèitelka";"Èeskı Brod";533271;99;715;"A";125;.87;"N";0;0
34;4;"Larisa";"Zankerová";"";"";39;"CZ";"vedoucí psího domova Pod køídly andìla";"Frıdlant nad Ostravicí";598143;99;715;"A";763;5.32;"N";0;0
34;5;"Petra";"Kadlecová";"";"";46;"CZ";"pøedsedkynì spolku Adámkùv zvíøecí azyl z.s.";"atèany";584240;99;715;"A";177;1.23;"N";0;0
34;6;"Martina";"Nováková";"PhDr.";"";36;"CZ";"klinickı psycholog";"Plzeò";2;99;715;"A";124;.86;"N";0;0
34;7;"Jaroslava";"Souèková";"Ing.";"";53;"CZ";"ekonomka, 1. místostarostka Paøezova";"Paøezov";599182;715;715;"A";110;.76;"N";0;0
34;8;"Jaroslav";"Sepp";"";"";46;"CZ";"šéfkuchaø, èlen spolku HeRo Pomoc bez hranic z.s.";"Litomìøice";564567;99;715;"A";203;1.41;"N";0;0
34;9;"Petr";"Mleziva";"Ing.";"";56;"CZ";"starosta Chodova";"Chodov";553735;715;715;"A";114;.79;"N";0;0
34;10;"Jan";"Havel";"Ing.";"";62;"CZ";"úøedník, vedoucí ubytovacího zaøízení";"Stanovice";555550;99;715;"A";25;.17;"N";0;0
34;11;"Jiøí";"Anderle";"";"";49;"CZ";"zastupitel mìstysu, pøedseda DSZ - ZA PRÁVA ZVÍØAT";"Klenèí pod Èerchovem";553794;715;715;"A";286;1.99;"N";0;0
34;12;"Jana";"Grusová";"";"";37;"CZ";"ošetøovatelka v psím domovì Pod køídly andìla";"Pòovice";552160;99;715;"A";502;3.5;"N";0;0
34;13;"Iveta";"Košnarová";"";"";33;"CZ";"studentka fakulty agrobiologie";"Trutnov";579025;99;715;"A";106;.73;"N";0;0
34;14;"Blanka";"Schröpferová";"";"";42;"CZ";"vedoucí záchranné stanice S.O.S. ivot pro konì";"Míøkov";553956;715;715;"A";260;1.81;"N";0;0
34;15;"Romana";"Cerhová";"";"";53;"CZ";"ošetøovatelka koní, obchodní zástupce";"Plzeò";2;99;715;"A";99;.69;"N";0;0
34;16;"Renata";"Sajdlová";"";"";51;"CZ";"asistentka øeditele";"Zásada";563854;99;715;"A";24;.16;"N";0;0
34;17;"Zdenìk";"Tomka";"";"";22;"CZ";"student Vysoké školy ekonomické";"Letohrad";580538;99;715;"A";84;.58;"N";0;0
34;18;"Erika";"Mirvaldová";"";"";46;"CZ";"v domácnosti";"Brno";3;99;715;"A";24;.16;"N";0;0
34;19;"Miroslava";"Cihláøová";"";"";58;"CZ";"OSVÈ, fyzioterapeut";"Chomutov";562971;99;715;"A";37;.25;"N";0;0
34;20;"Jan";"Sladkı";"";"";65;"CZ";"OSVÈ, místopø. DSZ - ZA PRÁVA ZVÍØAT";"Domalice";553425;715;715;"A";114;.79;"N";0;0
34;21;"Marta";"Zajíèková";"";"";67;"CZ";"v dùchodu, stráník";"Praha";1;99;715;"A";20;.13;"N";0;0
34;22;"Eva";"Dùrasová";"";"";57;"CZ";"pøípraváø vıroby";"Bøvany";566063;99;715;"A";15;.1;"N";0;0
34;23;"Jaroslava";"Jeøábková";"";"";62;"CZ";"OSVÈ";"Plzeò";2;99;715;"A";10;.06;"N";0;0
34;24;"Monika";"Feixová";"";"";36;"CZ";"vırobce biuterie";"Drkov";563561;99;715;"A";43;.29;"N";0;0
34;25;"Jana";"Müllerová";"";"";45;"CZ";"administrátor";"Dobøany";557676;99;715;"A";8;.05;"N";0;0
34;26;"Adéla";"Máèiková";"Ing.";"";31;"CZ";"marketingovı pracovník";"Praha";1;99;715;"A";31;.21;"N";0;0
34;27;"Jitka";"Kùtová";"";"";42;"CZ";"technik, èlenka spolku Klatovské koèky z.s.";"Kdynì";553786;99;715;"A";134;.93;"N";0;0
34;28;"Monika";"Fenderlová";"";"";53;"CZ";"v domácnosti";"Praha";1;99;715;"A";12;.08;"N";0;0
35;1;"Jaroslav";"Bašta";"Bc.";"";71;"CZ";"publicista, diplomat";"Praha";1;99;1179;"A";345;13.35;"N";0;0
35;2;"Martin";"Maøák";"";"";46;"CZ";"obchodní zástupce";"Ostrava";4;1179;1179;"A";85;3.29;"N";0;0
35;3;"Josef";"Prokeš";"Ing.";"";67;"CZ";"brigádní generál v.v.";"Slanı";532819;99;1179;"A";173;6.69;"N";0;0
35;4;"Michaela";"Šímová";"Ing.";"";52;"CZ";"podnikatelka";"Praha";1;1179;1179;"A";42;1.62;"N";0;0
35;5;"Miroslav";"Chocholáèek";"Ing.";"";71;"CZ";"vojenskı pilot, plukovník v.v.";"Drahòovice";532151;1179;1179;"A";134;5.18;"N";0;0
35;6;"Martina";"Šebestová";"";"";45;"CZ";"jednatelka spoleènosti";"Èeské Budìjovice";544256;724;1179;"A";63;2.43;"N";0;0
35;7;"Rudolf";"Mládek";"Mgr. Ing.";"";62;"CZ";"právník";"Praha";1;99;1179;"A";26;1;"N";0;0
35;8;"Petr";"Smorádek";"Mgr.";"";31;"CZ";"stráník MP Mníšek pod Brdy";"Mníšek pod Brdy";540765;1179;1179;"A";36;1.39;"N";0;0
35;9;"Tomáš";"Maitner";"Ing.";"";63;"CZ";"státní zamìstnanec";"Slanı";532819;1179;1179;"A";18;.69;"N";0;0
35;10;"Jan";"Kùrka";"";"";75;"CZ";"olympionik - dùchodce";"Plzeò";2;724;1179;"A";58;2.24;"N";0;0
35;11;"Vìstislav";"Køenek";"Ing.";"";67;"CZ";"OSVÈ";"Domalice";553425;1179;1179;"A";21;.81;"N";0;0
35;12;"Jan";"Boleslavskı";"";"";47;"CZ";"marketingovı konzultant";"Praha";1;1179;1179;"A";16;.61;"N";0;0
35;13;"Jiøí";"Osadník";"Mgr.";"";65;"CZ";"právník";"Novı Jièín";599191;1179;1179;"A";19;.73;"N";0;0
35;14;"Miroslav";"Bøeò";"Ing.";"";68;"CZ";"bezpeènostní analytik";"Slanı";532819;1179;1179;"A";33;1.27;"N";0;0
35;15;"Stanislav";"Brídzik";"";"";59;"CZ";"technik elektroservisu";"Novı Jièín";599191;1179;1179;"A";22;.85;"N";0;0
35;16;"Aleš";"Pauly";"Mgr.";"";54;"CZ";"záchranáø";"Luèany nad Nisou";563692;1179;1179;"A";58;2.24;"N";0;0
35;17;"Stanislav";"Kvasnièka";"Mgr.";"";56;"CZ";"uèitel ZŠ";"Planá";535176;1179;1179;"A";57;2.2;"N";0;0
35;18;"Otokar";"Baroš";"";"";67;"CZ";"starobní dùchodce";"Novı Jièín";599191;1179;1179;"A";9;.34;"N";0;0
35;19;"Otakar";"Nìmec";"Doc. Ing.";"";65;"CZ";"profesor VŠE Praha";"Praha";1;99;1179;"A";34;1.31;"N";0;0
35;20;"Imrich";"Vetrák";"Ing.";"";59;"CZ";"státní zamìstnanec";"Slanı";532819;99;1179;"A";21;.81;"N";0;0
35;21;"Jan";"Dlouhı";"Ing.";"";55;"CZ";"skladník";"Zemìtice";558591;1179;1179;"A";13;.5;"N";0;0
35;22;"Alena";"Strzelcová";"";"";56;"CZ";"pøíslušník ostrahy objektù";"Ostrava";4;1179;1179;"A";13;.5;"N";0;0
35;23;"Václav";"Vojtìch";"";"";52;"CZ";"námoøník";"Konstantinovy Láznì";560952;1179;1179;"A";22;.85;"N";0;0
35;24;"Jiøí";"Ptáèek";"Bc.";"Dis.";51;"CZ";"bezpeènostní manaer";"Zeleneè";539066;1179;1179;"A";10;.38;"N";0;0
35;25;"Jiøí";"Martínek";"";"";44;"CZ";"øidiè MHD";"Ostrava";4;1179;1179;"A";28;1.08;"N";0;0
35;26;"Petr";"Šindeláø";"Ing.";"Ph.D.";73;"CZ";"starobní dùchodce";"Plzeò";2;1179;1179;"A";6;.23;"N";0;0
35;27;"Roman";"Šromota";"";"";49;"CZ";"pokrıvaè";"Ostrava";4;1179;1179;"A";23;.89;"N";0;0
35;28;"Miroslav";"Schötta";"";"";66;"CZ";"starobní dùchodce";"Plzeò";2;1179;1179;"A";9;.34;"N";0;0
36;1;"Josef";"Valihrach";"";"";30;"CZ";"trojnásobnı Vinaø roku ÈR, vítìz Farmy roku 2018";"Krumvíø";584584;99;716;"A";1776;20.36;"N";0;0
36;2;"Liana";"Janáèková";"Ing. arch.";"";65;"CZ";"zastupitelka, senátorka 2004-2010";"Ostrava";4;88;88;"A";753;8.63;"N";0;0
36;3;"Zdenìk";"Šástka";"Ing.";"";53;"CZ";"ekonom, pøekladatel, správce vojenského skanzenu";"Èestlice";538141;1173;716;"A";99;1.13;"N";0;0
36;4;"Martin";"Bílek";"Bc.";"";41;"CZ";"ivnostník, lektor AJ, pøed. Asociace lektorù AJ";"Brníèko";530727;99;716;"A";167;1.91;"N";0;0
36;5;"Miroslav";"Chlubna";"Mgr.";"";45;"CZ";"starosta mìsta Orlová";"Orlová";599069;88;88;"A";155;1.77;"N";0;0
36;6;"Pavel";"Janoš";"";"";60;"CZ";"ivnostník, cukráø, perníkáø roku 1998";"Nìmèice";572870;99;716;"A";115;1.31;"N";0;0
36;7;"Martin";"Polášek";"Mgr. Bc.";"";47;"CZ";"starosta obce Tìrlicko";"Tìrlicko";599158;88;88;"A";133;1.52;"N";0;0
36;8;"Hana";"Moudrá";"Mgr.";"";53;"CZ";"vedoucí odboru, pøeds. strany v Královéhrad. kraji";"Hradec Králové";569810;716;716;"A";90;1.03;"N";0;0
36;9;"David";"Plandor";"Ing.";"Ph.D.";38;"CZ";"IT spec., zastup., star. mìsta Štramberk 2014-18";"Štramberk";599948;88;88;"A";187;2.14;"N";0;0
36;10;"Jiøí";"Šebesta";"";"";54;"CZ";"podnikatel, místopø. Asoc. vır. zbraní a støeliva";"Praha";1;99;716;"A";397;4.55;"N";0;0
36;11;"Ivo";"Syøištì";"PhDr.";"Ph.D.";54;"CZ";"pedagog Univerzity Karlovy";"Praha";1;716;716;"A";67;.76;"N";0;0
36;12;"Taána";"Míèková Muchová";"";"";55;"CZ";"ivnostn., real. makléøka, èl. en ivnostnic 2014";"Valašské Meziøíèí";545058;716;716;"A";62;.71;"N";0;0
36;13;"Renata";"Baèíková";"Bc.";"";36;"CZ";"OSVÈ, poradenství, èl. en ivnostnic 2014";"Praha";1;99;716;"A";61;.69;"N";0;0
36;14;"Zdenìk";"Renc";"";"";72;"CZ";"ivnostník, oèní optik a optometrista";"Rakovník";541656;716;716;"A";43;.49;"N";0;0
36;15;"Petr";"Becher";"";"";64;"CZ";"majitel naklad. Librex Publishing, zastupitel";"Ostrava";4;88;88;"A";74;.84;"N";0;0
36;16;"Aleš";"Volovec";"";"";46;"CZ";"øeditel odboru Univerzity obrany, zastupitel";"Brno";3;716;716;"A";71;.81;"N";0;0
36;17;"Otto";"Jarolímek";"RNDr.";"CSc.";58;"CZ";"fyzik, pedagog Technické univerzity v Liberci";"Turnov";577626;716;716;"A";82;.94;"N";0;0
36;18;"Robert";"Kaše";"Mgr.";"";51;"CZ";"advokát, pøedseda strany v Plzni";"Plzeò";2;716;716;"A";92;1.05;"N";0;0
36;19;"Jiøí";"Císaø";"";"";63;"CZ";"ivnostník, zaslouilı mistr sportu, mistr svìta";"Praha";1;716;716;"A";64;.73;"N";0;0
36;20;"Petr";"Maxa";"Ing.";"";47;"CZ";"øed. Dopravního podniku, zastupitel mìsta Chlumec";"Chlumec";536229;99;88;"A";22;.25;"N";0;0
36;21;"Patrik";"Brablík";"Mgr.";"";40;"CZ";"OSVÈ, lekt. èinnost v oblasti vıuky cizích jazykù";"Èeské Budìjovice";544256;716;716;"A";32;.36;"N";0;0
36;22;"Vojtìch";"Marvan";"Mgr.";"";31;"CZ";"ivnostník, marketingovı specialista, radní mìsta";"Klášterec nad Ohøí";563129;716;716;"A";96;1.1;"N";0;0
36;23;"Jan";"Tóth";"";"";46;"CZ";"ivnostník, uèitel, èlen zastupitelstva";"Nejdek";555380;716;716;"A";44;.5;"N";0;0
36;24;"Jana";"Kagramanovová";"";"";37;"CZ";"jednatelka firmy, realitní makléøka";"Rychvald";599107;1201;716;"A";34;.38;"N";0;0
